tconst;title;primaryTitle;startYear;genres;production_countries;popularity;poster_path;actors;directors;averageRating;numVotes;combined_features;index
tt15005796;Two Plus Two;Two Plus Two;2022;Comedy;Mexico;8.07;/pcjTf0tBJoGwJQbdai4GmX8d1Om.jpg;Adriana Louvier, Arath de la Torre, Tessa Ia, Luis Ernesto Franco, Florencia Benítez, Artús Chávez, Brenda De Arrigunaga, Patricio Zamora Gonzalez, Daniel Haddad, Claudio Lafarga;Alfonso Pineda Ulloa;4.5;120;Two Plus Two Comedy Adriana Louvier, Arath de la Torre, Tessa Ia, Luis Ernesto Franco, Florencia Benítez, Artús Chávez, Brenda De Arrigunaga, Patricio Zamora Gonzalez, Daniel Haddad, Claudio Lafarga Alfonso Pineda Ulloa;2708
tt13420592;Dark Fears;Dark Fears;2021;Crime,Horror;Argentina;1.4;/WIvB3L9mfmXPI6bJnOOwe2zbhO.jpg;Fabio Rosenstein, Grace Ulloa, Nahuel Yotich, Leandro Sandonato, Ana Borasi, Thiago Arrastía López, Pastor Selser, Cris Ferra, Julio López, Ludmila Chernomoretz;Gabriel Musco;4.5;96;Dark Fears Crime,Horror Fabio Rosenstein, Grace Ulloa, Nahuel Yotich, Leandro Sandonato, Ana Borasi, Thiago Arrastía López, Pastor Selser, Cris Ferra, Julio López, Ludmila Chernomoretz Gabriel Musco;2709
tt0133710;Desires of Innocence;Desires of Innocence;1997;Drama;Mexico, United States of America;1.4;/b1fDf2ylk90ESXhQD7XOjV8GpHb.jpg;Gabriella Hall, Lara Nelms, Simon Page, Jill Tompkins, John McCafferty, Ariane Pellicer, Andrés García Jr., Juan Carlos Bonet, Eduardo De Gortari;Eric Gibson;4.5;87;Desires of Innocence Drama Gabriella Hall, Lara Nelms, Simon Page, Jill Tompkins, John McCafferty, Ariane Pellicer, Andrés García Jr., Juan Carlos Bonet, Eduardo De Gortari Eric Gibson;2710
tt9767390;Exquisite Corpse;Exquisite Corpse;2021;Drama,Horror,Thriller;Argentina, Brazil, Spain;1.77;/cY4SNOd52eQh97cgEWNFc2iksjY.jpg;Sofía Gala Castiglione, Rafael Spregelburd, Analía Couceyro, Blanca Nieves Villalba;Lucía Vasallo;4.5;82;Exquisite Corpse Drama,Horror,Thriller Sofía Gala Castiglione, Rafael Spregelburd, Analía Couceyro, Blanca Nieves Villalba Lucía Vasallo;2711
tt0058350;The Mighty Jungle;The Mighty Jungle;1964;Adventure,Horror,Mystery;Mexico, United States of America;0.901;/gXe1P2ucqKKqI6WPP2gQ2VYHsYG.jpg;Marshall Thompson, David DaLie, Antonio Gutiérrez, Rosenda Monteros, Andrés Soler, José Jasso, José Chávez, Lou Krugman;Arnold Belgard, David DaLie;4.5;53;The Mighty Jungle Adventure,Horror,Mystery Marshall Thompson, David DaLie, Antonio Gutiérrez, Rosenda Monteros, Andrés Soler, José Jasso, José Chávez, Lou Krugman Arnold Belgard, David DaLie;2712
tt4621572;America's Affaire;America's Affaire;2015;History;Argentina, Colombia;0.93;/rDk218QVbvBDOMoITemMNqgPLsF.jpg;Anderson Ballesteros, Pablo Echarri, Ariadna Asturzzi, Naiara Awada, José Barrera, Arturo Bonín, Luciano Castro, Eva De Dominici, Miriam Lanzoni, Luis-ko;Nicolás Capelli;4.5;47;America's Affaire History Anderson Ballesteros, Pablo Echarri, Ariadna Asturzzi, Naiara Awada, José Barrera, Arturo Bonín, Luciano Castro, Eva De Dominici, Miriam Lanzoni, Luis-ko Nicolás Capelli;2713
tt6176122;5 A.M.;5 A.M.;2016;Horror,Mystery,Thriller;Argentina;0.6;/js1de9QojbmlIHTzwec9YuPnh69.jpg;Cristina Alberó, Adrián Spinelli, Rodrigo Guirao, Ximena Fassi, Victoria Maurette, Diego Zampallo, Chucho Fernández, Fabián Forte, Melissa Fernández, Germán Baudino;Ezio Massa;4.5;38;5 A.M. Horror,Mystery,Thriller Cristina Alberó, Adrián Spinelli, Rodrigo Guirao, Ximena Fassi, Victoria Maurette, Diego Zampallo, Chucho Fernández, Fabián Forte, Melissa Fernández, Germán Baudino Ezio Massa;2714
tt3165392;Omission;Omission;2013;Thriller;Argentina;0.6;/8gf996uv4Wj3ErQ5gZwujeIK2sn.jpg;Gonzalo Heredia, Carlos Belloso, Eleonora Wexler, Gabriela Bevacqua, Julieta Cajg, Martina Calisi, María Fernanda Callejón, Gustavo Curcho, Chucho Fernández, Gonzalo García Luna;Marcelo Páez Cubells;4.5;31;Omission Thriller Gonzalo Heredia, Carlos Belloso, Eleonora Wexler, Gabriela Bevacqua, Julieta Cajg, Martina Calisi, María Fernanda Callejón, Gustavo Curcho, Chucho Fernández, Gonzalo García Luna Marcelo Páez Cubells;2715
tt0320329;Panic in the Forest;Panic in the Forest;1989;Action,Crime,Horror;Mexico;0.832;/osCahyWiVdpQePgsIcH423D691U.jpg;Roberto 'Flaco' Guzmán, Leticia Perdigón, César Bono, Jorge Guzmán, Alfonso Zayas Jr., Rosángela Balbó, Carlos East, Armando Coria, Ana María Guzmán, Mario Arévalo;Roberto 'Flaco' Guzmán;4.5;21;Panic in the Forest Action,Crime,Horror Roberto 'Flaco' Guzmán, Leticia Perdigón, César Bono, Jorge Guzmán, Alfonso Zayas Jr., Rosángela Balbó, Carlos East, Armando Coria, Ana María Guzmán, Mario Arévalo Roberto 'Flaco' Guzmán;2716
tt15574696;Vampire Nymphets;Vampire Nymphets;2021;Horror;Mexico;0.6;/nYxWvedtG3bNB7QiaJmbkFle4Qs.jpg;Valeria Hernandez, Angela Garza, David Stojan;David Stojan;4.5;17;Vampire Nymphets Horror Valeria Hernandez, Angela Garza, David Stojan David Stojan;2717
tt2515172;I Got Lost a Week Ago;I Got Lost a Week Ago;2012;Drama;Argentina;0.6;/9XVfHKeKLQ4Yue9Xe1PPhOlTG5s.jpg;Eva Bianco, José María Espinosa, Hugo Fund, Yasmin Malanca, Juan Nanio;Iván Fund;4.5;14;I Got Lost a Week Ago Drama Eva Bianco, José María Espinosa, Hugo Fund, Yasmin Malanca, Juan Nanio Iván Fund;2718
tt2044801;Kite;Kite;2014;Action,Crime,Thriller;Mexico, United States of America;15.76;/dnbzXOrqQqlnklpIvQZM4qPzi5R.jpg;India Eisley, Jaco Muller, Annabel Linder, Christina Storm, Callan McAuliffe, Jane Van Der Westhuizen, Samuel L. Jackson, Deon Lotz, Carl Beukes, Kenneth Nta;Ralph Ziman;4.4;6852;Kite Action,Crime,Thriller India Eisley, Jaco Muller, Annabel Linder, Christina Storm, Callan McAuliffe, Jane Van Der Westhuizen, Samuel L. Jackson, Deon Lotz, Carl Beukes, Kenneth Nta Ralph Ziman;2719
tt0086340;Sorceress;Sorceress;1982;Action,Adventure,Fantasy;United States of America, Mexico;8.24;/fXbCl3j08WviEpapDr9HWd7mI4u.jpg;Leigh Harris, Lynette Harris, Roberto Nelson, David Millbern, Bruno Rey, Ana De Sade, Roberto Ballesteros, Douglas Sandoval, Antonio Zubiaga, Martin LaSalle;Jack Hill;4.4;2802;Sorceress Action,Adventure,Fantasy Leigh Harris, Lynette Harris, Roberto Nelson, David Millbern, Bruno Rey, Ana De Sade, Roberto Ballesteros, Douglas Sandoval, Antonio Zubiaga, Martin LaSalle Jack Hill;2720
tt3685624;3 Idiots;3 Idiots;2017;Comedy;Mexico;6.871;/hZB9NvNLcxdmoiAh58ZfG8vdXjf.jpg;Martha Higareda, Alfonso Dosal, Christian Vazquez, Paulina Dávila, Vadhir Derbez, Sebastián Zurita, Andrea Ortega Lee, Rodrigo Murray, Luis Arrieta, Mauricio Isaac;Rajkumar Hirani, Sham Kaushal, Shantanu Moitra, Carlos Bolado;4.4;1563;3 Idiots Comedy Martha Higareda, Alfonso Dosal, Christian Vazquez, Paulina Dávila, Vadhir Derbez, Sebastián Zurita, Andrea Ortega Lee, Rodrigo Murray, Luis Arrieta, Mauricio Isaac Rajkumar Hirani, Sham Kaushal, Shantanu Moitra, Carlos Bolado;2721
tt0907301;The Wind of Fear;The Wind of Fear;2007;Drama,Horror,Mystery;Mexico;4.422;/hERsprO7lr76EXHzK7vlwU9lbI1.jpg;Martha Higareda, Verónica Langer, María Aguilera, Omar Banana, Alicia Bonet, Magali Boysselle, Gustavo Campos, Cassandra Ciangherotti, Valeria Ciangherotti, Cecilia Constantino;Gustavo Moheno;4.4;738;The Wind of Fear Drama,Horror,Mystery Martha Higareda, Verónica Langer, María Aguilera, Omar Banana, Alicia Bonet, Magali Boysselle, Gustavo Campos, Cassandra Ciangherotti, Valeria Ciangherotti, Cecilia Constantino Gustavo Moheno;2722
tt1386492;This Is Not a Movie;This Is Not a Movie;2011;Comedy,Drama;Mexico;1.863;/5JIfx5GTBvltZbBkd1RMOoT7RMV.jpg;Edward Furlong, Peter Coyote, Miguel Ferrer, Edi Gathegi, Tom Kane, Ivan Nieblas, Julian Sedgwick;Olallo Rubio;4.4;738;This Is Not a Movie Comedy,Drama Edward Furlong, Peter Coyote, Miguel Ferrer, Edi Gathegi, Tom Kane, Ivan Nieblas, Julian Sedgwick Olallo Rubio;2723
tt0382761;Jennifer's Shadow;Jennifer's Shadow;2004;Horror,Mystery,Thriller;Argentina, United States of America;2.906;/emw0TaUE0jyaSuZQw2u0A3L4RMw.jpg;Faye Dunaway, Gina Philips, Duilio Marzio, Nicolás Pauls, Hilda Bernard, Elvira Onetto, Peter Holten Andersen, Edgar, Anna Stark;Daniel de la Vega, Pablo Parés;4.4;601;Jennifer's Shadow Horror,Mystery,Thriller Faye Dunaway, Gina Philips, Duilio Marzio, Nicolás Pauls, Hilda Bernard, Elvira Onetto, Peter Holten Andersen, Edgar, Anna Stark Daniel de la Vega, Pablo Parés;2724
tt4689996;The Entity;The Entity;2015;Horror;Peru;3.575;/v2PI16PXks6ZFTYBm8Bb0uGJmh2.jpg;Rodrigo Falla, Daniella Mendoza, Carlos Casella, Mario Gaviria, Analú Polanco;Eduardo Schuldt;4.4;594;The Entity Horror Rodrigo Falla, Daniella Mendoza, Carlos Casella, Mario Gaviria, Analú Polanco Eduardo Schuldt;2725
tt1583251;Wake Up and Die;Wake Up and Die;2011;Horror,Thriller;Colombia;1.15;/lNTYIYZElxQQPavVK9NhUWFZ9e8.jpg;Andrea Montenegro, Luis Fernando Bohórquez, Deborah L. Sherman;Miguel Urrutia;4.4;506;Wake Up and Die Horror,Thriller Andrea Montenegro, Luis Fernando Bohórquez, Deborah L. Sherman Miguel Urrutia;2726
tt6074024;The Last Party;The Last Party;2016;Comedy,Crime;Argentina;2.376;/hmK2r1Jwp5bBqtDTjkpm8UDtG00.jpg;Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julián Kartún, Paula Carruega, Luciano Rosso, Roberto Carnaghi, Graciela Pal;Leandro Mark, Nicolás Silbert;4.4;487;The Last Party Comedy,Crime Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julián Kartún, Paula Carruega, Luciano Rosso, Roberto Carnaghi, Graciela Pal Leandro Mark, Nicolás Silbert;2727
tt12969084;The Deal;The Deal;2022;Drama,Thriller;Mexico;4.565;/5CbVMeLvaGn87gx05waiIJ0JySr.jpg;Óscar Jaenada, Maite Perroni, Paulina Dávila, Crystal Lopez, Christian Meier, Michel Duval, Manuel Vega, José María Galeano, Jessica Coch, Denisse Corona;Koko Stambuk;4.4;399;The Deal Drama,Thriller Óscar Jaenada, Maite Perroni, Paulina Dávila, Crystal Lopez, Christian Meier, Michel Duval, Manuel Vega, José María Galeano, Jessica Coch, Denisse Corona Koko Stambuk;2728
tt11859518;One Step from Me;One Step from Me;2021;Adventure,Comedy,Drama;Costa Rica;6.681;/12qaWw3KntFPoOCEJFSCLAuL7rN.jpg;Johanna Solano, Esteban Hidalgo, Gustavo Rojas, Flor Urbina, Verónica Suárez, Willbert Salazar, Stefano Rucci, David Cambronero, Juan Carlos Castillo, Sophía Umaña;Jose Mario Salas Boza;4.4;376;One Step from Me Adventure,Comedy,Drama Johanna Solano, Esteban Hidalgo, Gustavo Rojas, Flor Urbina, Verónica Suárez, Willbert Salazar, Stefano Rucci, David Cambronero, Juan Carlos Castillo, Sophía Umaña Jose Mario Salas Boza;2729
tt23555256;Legions;Legions;2022;Comedy,Fantasy,Horror;Argentina;7.453;/9bpmojZqoclbXGcsG2VJq4GOWa3.jpg;Fernando Alcaraz, Mauro Altschuler, Mariana Anghileri, Julieta Brito, María Laura Cali, Germán De Silva, Carlos Defeo, Fabián Forte, Nicolás Galvagno, Marta Haller;Fabián Forte;4.4;305;Legions Comedy,Fantasy,Horror Fernando Alcaraz, Mauro Altschuler, Mariana Anghileri, Julieta Brito, María Laura Cali, Germán De Silva, Carlos Defeo, Fabián Forte, Nicolás Galvagno, Marta Haller Fabián Forte;2730
tt23489688;The Lulú Club;The Lulú Club;2023;Comedy,Drama;Argentina, Chile;12.4;/58M942zqHuBiS1m8v8hKb66tnbK.jpg;Julieta Dora, Laurita Fernández, Johanna Francella, Fernando Larraín, Daniela Muñoz, Rodrigo Muñoz, Patricio Ochoa, Nayaraq Guevara Paez, Claudia Pérez, Silvina Quintanilla;Marcos Carnevale;4.4;268;The Lulú Club Comedy,Drama Julieta Dora, Laurita Fernández, Johanna Francella, Fernando Larraín, Daniela Muñoz, Rodrigo Muñoz, Patricio Ochoa, Nayaraq Guevara Paez, Claudia Pérez, Silvina Quintanilla Marcos Carnevale;2731
tt27351936;Sayen: Desert Road;Sayen: Desert Road;2023;Action;Chile;9.613;/2mQd4twCtANzQGlPNJ7aKued7a4.jpg;Camilo Arancibia, Enrique Arce, Angela Brandao, Carlos Briones, Mario Bustos, Alfredo Castro, Felipe Contreras, Nicolás de Terán, Francisca Espinoza, Álvaro Espinoza;Alexander Witt;4.4;255;Sayen: Desert Road Action Camilo Arancibia, Enrique Arce, Angela Brandao, Carlos Briones, Mario Bustos, Alfredo Castro, Felipe Contreras, Nicolás de Terán, Francisca Espinoza, Álvaro Espinoza Alexander Witt;2732
tt0202362;La furia;La furia;1997;Action,Crime,Drama;Argentina;0.924;/Ak17V4eslwklwy1xLsncyMmv3S0.jpg;Luis Brandoni, Diego Torres, Laura Novoa, Rubén Stella, Pepe Novoa, Ingrid Pelicori, Horacio Peña, Mauricio Dayub, Claudio Gallardou, Vando Villamil;Juan Bautista Stagnaro;4.4;203;La furia Action,Crime,Drama Luis Brandoni, Diego Torres, Laura Novoa, Rubén Stella, Pepe Novoa, Ingrid Pelicori, Horacio Peña, Mauricio Dayub, Claudio Gallardou, Vando Villamil Juan Bautista Stagnaro;2733
tt5497852;The Year of the Plague;The Year of the Plague;2018;Adventure,Comedy,Fantasy;Belgium, Spain, Mexico;1.154;/y4t7k11BnL666DOPqi32nwggq2W.jpg;Ivan Massagué, Miriam Giovanelli, Sílvia Abril, Sebastián Alba, Eduard Alejandre, Eduard Benito, William Boeva, Òscar Boix, Juanra Bonet, Maaike Cafmeyer;C. Martín Ferrera;4.4;173;The Year of the Plague Adventure,Comedy,Fantasy Ivan Massagué, Miriam Giovanelli, Sílvia Abril, Sebastián Alba, Eduard Alejandre, Eduard Benito, William Boeva, Òscar Boix, Juanra Bonet, Maaike Cafmeyer C. Martín Ferrera;2734
tt2559620;Little Baby Jesus;Little Baby Jesus;2013;Comedy,Romance;Slovakia, Czech Republic, Mexico;1.691;/brzE40fxTDBOhaGfn5d9MWrBo0W.jpg;Josef Abrhám, Libuse Safránková, Dolores Heredia, Aislinn Derbez, Václav Postránecký, Radúz Mácha, Danica Jurcová, Igor Chmela, Marian Roden, Natálie Rehorová;Lenka Kny;4.4;151;Little Baby Jesus Comedy,Romance Josef Abrhám, Libuse Safránková, Dolores Heredia, Aislinn Derbez, Václav Postránecký, Radúz Mácha, Danica Jurcová, Igor Chmela, Marian Roden, Natálie Rehorová Lenka Kny;2735
tt6639886;Night Watch;Night Watch;2017;Horror,Mystery,Thriller;Argentina, Uruguay;1.288;/40QnfeTSObnDAQIsD9TfOsGr54s.jpg;Gastón Pauls, César Troncoso, Alvaro Armand Ugon, Valentina Barrios, Cecilia Caballero Jeske, Lalo Labat, Cecilia Caballero Jeske, Andres Pastorini;Oscar Estévez, Joaquin Mauad;4.4;121;Night Watch Horror,Mystery,Thriller Gastón Pauls, César Troncoso, Alvaro Armand Ugon, Valentina Barrios, Cecilia Caballero Jeske, Lalo Labat, Cecilia Caballero Jeske, Andres Pastorini Oscar Estévez, Joaquin Mauad;2736
tt0116979;Managua;Managua;1997;Drama;Canada, United States of America, Mexico;1.556;/ePxhjXtwEHx4Ps72zbwB4fzViLF.jpg;Louis Gossett Jr., Assumpta Serna, Robert Beltran, John Savage, Michael Moriarty, Mario Cimarro, John Diehl, Paul Ganus;Michael Taverna;4.4;112;Managua Drama Louis Gossett Jr., Assumpta Serna, Robert Beltran, John Savage, Michael Moriarty, Mario Cimarro, John Diehl, Paul Ganus Michael Taverna;2737
tt9103710;To Kill the Dragon;To Kill the Dragon;2019;Fantasy,Horror,Thriller;Argentina;1.388;/loIRe96n7jq9cvjxBOFahDghuG.jpg;Nicolas Avruj, Pablo Barreneche, Adrian Barrios, Ayar Blasco, Justina Bustos, Noelia Canto, Emiliano Carrazzone, Membe Alvarez Carro, Cecilia Cartasegna, Isabella Cettolo;Jimena Monteoliva;4.4;110;To Kill the Dragon Fantasy,Horror,Thriller Nicolas Avruj, Pablo Barreneche, Adrian Barrios, Ayar Blasco, Justina Bustos, Noelia Canto, Emiliano Carrazzone, Membe Alvarez Carro, Cecilia Cartasegna, Isabella Cettolo Jimena Monteoliva;2738
tt0208173;The Fury of the Karate Experts;The Fury of the Karate Experts;1982;Action,Adventure,Sci-Fi;Mexico;0.888;/8Vs5bhs7ziepwQwvsgCgvRt4EdU.jpg;Santo, Grace Renat, César Sobrevals, Carlos Suárez, Edgardo Gazcón, Gilberto Trujillo, Steve Cheng, Tinieblas, René Cardona, Sandra Duarte;Alfredo B. Crevenna;4.4;104;The Fury of the Karate Experts Action,Adventure,Sci-Fi Santo, Grace Renat, César Sobrevals, Carlos Suárez, Edgardo Gazcón, Gilberto Trujillo, Steve Cheng, Tinieblas, René Cardona, Sandra Duarte Alfredo B. Crevenna;2739
tt5773298;Dead Man Tells His Own Tale;Dead Man Tells His Own Tale;2016;Comedy,Fantasy,Horror;Argentina;0.746;/aoZDBnz0AQygpOawf7XjcN7bKN.jpg;Diego Gentile, Mariana Anghileri, Emilia Attías, Damián Dreizik, Mikko Aromaa, Marina Cohen, Lautaro Delgado, Fiorela Duranda, Chucho Fernández, Nicolás Galvagno;Fabián Forte;4.4;73;Dead Man Tells His Own Tale Comedy,Fantasy,Horror Diego Gentile, Mariana Anghileri, Emilia Attías, Damián Dreizik, Mikko Aromaa, Marina Cohen, Lautaro Delgado, Fiorela Duranda, Chucho Fernández, Nicolás Galvagno Fabián Forte;2740
tt7733224;Alex Winter;Alex Winter;2019;Drama,Mystery,Thriller;Mexico;0.96;/1ovGfMBQFt8ZE5mc41LrHF4bjGb.jpg;Sebastián Aguirre, Úrsula Pruneda, Fernando Roldán, Fernando A. Ríos, Eduardo Gómez Escamilla;Cesar Demian;4.4;61;Alex Winter Drama,Mystery,Thriller Sebastián Aguirre, Úrsula Pruneda, Fernando Roldán, Fernando A. Ríos, Eduardo Gómez Escamilla Cesar Demian;2741
tt21391230;Sicosexual;Sicosexual;2022;Thriller;Colombia;13.339;/g5cEKhHn2NSH18FxASF8UT0LfsC.jpg;Andrea Esquivel, María Andrea Gomez, Miguel González, Jenny Gómez, Laura Junco, Walter Luengas, Shany Nadan, Raúl Ocampo, Estefania Piñeres, Connie Sperakis;Marco Vélez Esquivia;4.4;58;Sicosexual Thriller Andrea Esquivel, María Andrea Gomez, Miguel González, Jenny Gómez, Laura Junco, Walter Luengas, Shany Nadan, Raúl Ocampo, Estefania Piñeres, Connie Sperakis Marco Vélez Esquivia;2742
tt0208304;Santo in the Mystery of the Black Pearl;Santo in the Mystery of the Black Pearl;1976;Action,Drama;Colombia, Mexico, Spain;0.802;/a72QrlsPl5YOx3VP1UFn1gIjVCT.jpg;Santo, María Eugenia San Martín, Mara Cruz, Guillermo Gálvez, Frank Braña, Antonio Pica, Juan Garza, Fernando Osés, Carlos Suárez, Orlando Vélez;Fernando Orozco;4.4;38;Santo in the Mystery of the Black Pearl Action,Drama Santo, María Eugenia San Martín, Mara Cruz, Guillermo Gálvez, Frank Braña, Antonio Pica, Juan Garza, Fernando Osés, Carlos Suárez, Orlando Vélez Fernando Orozco;2743
tt14661730;Tito, Margot & Me;Tito, Margot & Me;2022;Documentary;Panama;0.6;/3Xwt9KYgkL9BwHhgF8TwL5sM8r3.jpg;Maruja Herrera, Valentino Zucchetti;Mercedes Arias, Delfina Vidal;4.4;20;Tito, Margot & Me Documentary Maruja Herrera, Valentino Zucchetti Mercedes Arias, Delfina Vidal;2744
tt1937316;Sex Wars;Sex Wars;2008;Sci-Fi;Argentina, Czech Republic, United States of America;0.6;/mRqXaYb8avopbLpbTH4BYEHKTcH.jpg;Jenae Altschwager, Chriss Anglin, Gerald Brodin, Christina Caporale, Alena Cechakova, Sergey Davidov, Robert Donavan, Alena Novotna, Michael Stark;Milos Twilight;4.4;20;Sex Wars Sci-Fi Jenae Altschwager, Chriss Anglin, Gerald Brodin, Christina Caporale, Alena Cechakova, Sergey Davidov, Robert Donavan, Alena Novotna, Michael Stark Milos Twilight;2745
tt0438053;Scumbags;Scumbags;2006;Action,Crime,Drama;Mexico;0.6;/6kpecofQErkZwvgRqde8bGx3nfB.jpg;Luis Felipe Tovar, Fernando Ciangherotti, Carlos Samperio, Jenny Lore, Alexandra Benedetti, Patricia Romero, Angelica Ramirez, Magno Farwell, Flavio Peniche, Alan Ciangherotti;Ignacio Rinza;4.4;13;Scumbags Action,Crime,Drama Luis Felipe Tovar, Fernando Ciangherotti, Carlos Samperio, Jenny Lore, Alexandra Benedetti, Patricia Romero, Angelica Ramirez, Magno Farwell, Flavio Peniche, Alan Ciangherotti Ignacio Rinza;2746
tt19056070;Quicksand;Quicksand;2023;Drama,Horror,Thriller;Colombia;56.821;/cVLfO3CbVg8p5Qcaifq6AidOe2w.jpg;Carolina Gaitan, Allan Hawco, Sebastian Eslava, Andrés Castañeda, Juan Camilo Pérez, Juan Manuel Combariza, Allison Castrillón;Andres Beltran;4.3;1568;Quicksand Drama,Horror,Thriller Carolina Gaitan, Allan Hawco, Sebastian Eslava, Andrés Castañeda, Juan Camilo Pérez, Juan Manuel Combariza, Allison Castrillón Andres Beltran;2747
tt12739994;The 100 Candles Game;The 100 Candles Game;2020;Horror;Argentina, New Zealand;9.042;/mVcKV76XSxxJCsqdxjMql7yVJq5.jpg;Magui Bravi, Clara Kovacic, James Wright, Agustin Olcese, Luz Champané, Amparo Espinola, Fiona, Ayla López, Zoé Arnao, Miko Jarry;Nicolás Onetti, Victor Català, Brian Deane, Oliver Lee Garland;4.3;1462;The 100 Candles Game Horror Magui Bravi, Clara Kovacic, James Wright, Agustin Olcese, Luz Champané, Amparo Espinola, Fiona, Ayla López, Zoé Arnao, Miko Jarry Nicolás Onetti, Victor Català, Brian Deane, Oliver Lee Garland;2748
tt9019352;No Manches Frida 2;No Manches Frida 2;2019;Comedy;Mexico;30.77;/rG7rDoTe1ZEa936eonDCkV76nkx.jpg;Martha Higareda, Omar Chaparro, Itatí Cantoral, Aarón Díaz, Mario Morán, Regina Pavón, Memo Dorantes, Karen Furlong, Carla Adell, Andrea Noli;Nacho G. Velilla;4.3;1235;No Manches Frida 2 Comedy Martha Higareda, Omar Chaparro, Itatí Cantoral, Aarón Díaz, Mario Morán, Regina Pavón, Memo Dorantes, Karen Furlong, Carla Adell, Andrea Noli Nacho G. Velilla;2749
tt6237224;Macho;Macho;2016;Comedy,Romance;Mexico;5.301;/oSDckOHRDHAzSddFREdxQS1Yy6.jpg;Cantante, Mario Iván Martínez, Sophie Gómez, Miguel Rodarte, Valeria Vera, David Zorrilla, Andrés Delgado, Aislinn Derbez, Cecilia Suárez, Darya Melnikovsa;Antonio Serrano;4.3;951;Macho Comedy,Romance Cantante, Mario Iván Martínez, Sophie Gómez, Miguel Rodarte, Valeria Vera, David Zorrilla, Andrés Delgado, Aislinn Derbez, Cecilia Suárez, Darya Melnikovsa Antonio Serrano;2750
tt0064088;The Big Cube;The Big Cube;1968;Drama,Mystery,Thriller;United States of America, Mexico;2.843;/mOT3WK8RT5U1hKl1j26q4XJpUoe.jpg;Lana Turner, George Chakiris, Richard Egan, Dan O'Herlihy, Karin Mossberg, Pamela Rodgers, Carlos East, Augusto Benedico, Víctor Junco, Norma Herrera;Tito Davison;4.3;841;The Big Cube Drama,Mystery,Thriller Lana Turner, George Chakiris, Richard Egan, Dan O'Herlihy, Karin Mossberg, Pamela Rodgers, Carlos East, Augusto Benedico, Víctor Junco, Norma Herrera Tito Davison;2751
tt2378936;The Popcorn Chronicles;The Popcorn Chronicles;2014;Action,Comedy;Mexico;2.036;/o2hUnS67DPzWV5OyLcXpHfRvlmP.jpg;Andrés Bustamante, Ana de la Reguera, Alejandro Calva, Carlos Corona, Jesús Ochoa, Eduardo Manzano, Javier López, Jorge Rivero, Armando Vega Gil, Mónica Huarte;Emilio Portes;4.3;793;The Popcorn Chronicles Action,Comedy Andrés Bustamante, Ana de la Reguera, Alejandro Calva, Carlos Corona, Jesús Ochoa, Eduardo Manzano, Javier López, Jorge Rivero, Armando Vega Gil, Mónica Huarte Emilio Portes;2752
tt1810543;Baby Shower;Baby Shower;2011;Horror;Chile;5.82;/5PW3n465Fe5k92sDlsRR3iuq1Yi.jpg;Ingrid Isensee, Patricia López, Claudia Burr, Kiki Rojo, Francisca Merino, Sofía García, Álvaro Gómez, Pablo Krögh, Nicolás Alonso, María José Illanes;Pablo Illanes;4.3;687;Baby Shower Horror Ingrid Isensee, Patricia López, Claudia Burr, Kiki Rojo, Francisca Merino, Sofía García, Álvaro Gómez, Pablo Krögh, Nicolás Alonso, María José Illanes Pablo Illanes;2753
tt8220332;My Best Friend's Wedding;My Best Friend's Wedding;2019;Comedy;Mexico, United States of America;6.313;/cGeT2u8jCWhIVIB5eZUExbgSoPr.jpg;Ana Serradilla, Carlos Ferro, Natasha Dupeyrón, Miguel Ángel Silvestre, Angel Bayón, Sinal Becerra, Patricia Bernal, Carlos Bisdikian, Bastian Calva, Mayte Carol;Celso R. García;4.3;681;My Best Friend's Wedding Comedy Ana Serradilla, Carlos Ferro, Natasha Dupeyrón, Miguel Ángel Silvestre, Angel Bayón, Sinal Becerra, Patricia Bernal, Carlos Bisdikian, Bastian Calva, Mayte Carol Celso R. García;2754
tt12844834;The Funeral Home;The Funeral Home;2020;Horror,Mystery;Argentina;8.849;/1rlgIzw129hEl46bFaJZ7wpEEZZ.jpg;Luis Machín, Celeste Gerez, Camila Vaccarini, Susana Varela, Hugo Arana, Pablo Peverelli, Graciela Bonomi, Isabel Iglesias, Rafael Antonio Sola, Leandro Corominas;Mauro Iván Ojeda;4.3;657;The Funeral Home Horror,Mystery Luis Machín, Celeste Gerez, Camila Vaccarini, Susana Varela, Hugo Arana, Pablo Peverelli, Graciela Bonomi, Isabel Iglesias, Rafael Antonio Sola, Leandro Corominas Mauro Iván Ojeda;2755
tt4057916;Top Cat Begins;Top Cat Begins;2015;Animation,Comedy,Family;India, Mexico;8.568;/qqgXfEgWUm3GjQ1QorETpACXeZQ.jpg;Jason Harris, Chris Edgerly, Bill Lobley, Matthew Piazzi, Diedrich Bader, Marieve Herington, Joey D'Auria, Lauri Fraser, Charlie Adler, David Boat;Andrés Couturier;4.3;657;Top Cat Begins Animation,Comedy,Family Jason Harris, Chris Edgerly, Bill Lobley, Matthew Piazzi, Diedrich Bader, Marieve Herington, Joey D'Auria, Lauri Fraser, Charlie Adler, David Boat Andrés Couturier;2756
